DB 0 MOTIF	FILTER_LEN10_0
  42.0	0
  43.0	0
  44.0	0
  45.0	0
  46.0	0
  47.0	0
  48.0	0
  49.0	0
  50.0	0
  51.0	0
  52.0	0
  53.0	0
  54.0	0
  55.0	0
  56.0	0
  57.0	0
  58.0	0
  59.0	0
  60.0	0
  61.0	0
  62.0	0
  63.0	0
  64.0	0
  65.0	0
  66.0	0
  67.0	0
  68.0	0
  69.0	0
  70.0	0
  71.0	0
  72.0	0
  73.0	0
  74.0	0
  75.0	0
  76.0	0
  77.0	0
  78.0	0
  79.0	0
  80.0	0
  81.0	0
  82.0	0
  83.0	0
  84.0	0
  85.0	0
DB 0 MOTIF	FILTER_LEN10_409
 -85.0	3
 -84.0	1
 -83.0	1
 -82.0	3
 -81.0	3
 -80.0	1
 -79.0	4
 -78.0	2
 -77.0	3
 -76.0	2
 -75.0	6
 -74.0	1
 -73.0	4
 -72.0	4
 -71.0	1
 -70.0	1
 -69.0	2
 -68.0	7
 -67.0	3
 -66.0	3
 -65.0	1
 -64.0	3
 -63.0	2
 -62.0	2
 -61.0	2
 -60.0	2
 -59.0	3
 -58.0	1
 -57.0	2
 -56.0	8
 -55.0	6
 -54.0	4
 -53.0	6
 -52.0	2
 -51.0	5
 -50.0	5
 -49.0	4
 -48.0	4
 -47.0	3
 -46.0	4
 -45.0	6
 -44.0	3
 -43.0	7
 -42.0	0
 -41.0	6
 -40.0	1
 -39.0	1
 -38.0	5
 -37.0	1
 -36.0	4
 -35.0	0
 -34.0	4
 -33.0	3
 -32.0	4
 -31.0	5
 -30.0	6
 -29.0	3
 -28.0	0
 -27.0	2
 -26.0	1
 -25.0	0
 -24.0	2
 -23.0	1
 -22.0	2
 -21.0	6
 -20.0	2
 -19.0	2
 -18.0	1
 -17.0	1
 -16.0	2
 -15.0	1
 -14.0	4
 -13.0	5
 -12.0	0
 -11.0	1
 -10.0	0
  -9.0	0
  -8.0	1
  -7.0	0
  -6.0	1
  -5.0	2
  -4.0	0
  -3.0	0
  -2.0	5
  -1.0	0
   0.0	1
   1.0	0
   2.0	0
   3.0	0
   4.0	1
   5.0	0
   6.0	0
   7.0	0
   8.0	0
   9.0	0
  10.0	1
  11.0	1
  12.0	0
  13.0	0
  14.0	0
  15.0	0
  16.0	0
  17.0	1
  18.0	0
  19.0	0
  20.0	0
  21.0	0
  22.0	0
  23.0	0
  24.0	0
  25.0	0
  26.0	1
  27.0	1
  28.0	0
  29.0	0
  30.0	0
  31.0	0
  32.0	0
  33.0	0
  34.0	0
  35.0	0
  36.0	0
  37.0	0
  38.0	0
  39.0	0
  40.0	0
  41.0	0
  42.0	0
  43.0	0
  44.0	0
  45.0	0
  46.0	0
  47.0	0
  48.0	0
  49.0	0
  50.0	0
  51.0	0
  52.0	0
  53.0	0
  54.0	0
  55.0	0
  56.0	0
  57.0	0
  58.0	0
  59.0	0
  60.0	0
  61.0	0
  62.0	0
  63.0	0
  64.0	0
  65.0	0
  66.0	0
  67.0	0
  68.0	0
  69.0	0
  70.0	0
  71.0	0
  72.0	0
  73.0	0
  74.0	0
  75.0	0
  76.0	0
  77.0	0
  78.0	0
  79.0	0
  80.0	0
  81.0	0
  82.0	0
  83.0	0
  84.0	0
  85.0	0
DB 0 MOTIF	FILTER_LEN10_410
 -85.0	5.25
 -84.0	7
 -83.0	8
 -82.0	10
 -81.0	6
 -80.0	5
 -79.0	4
 -78.0	4.5
 -77.0	4
 -76.0	8
 -75.0	9
 -74.0	7
 -73.0	7
 -72.0	5
 -71.0	2
 -70.0	6
 -69.0	6
 -68.0	6
 -67.0	7
 -66.0	3
 -65.0	5.5
 -64.0	4
 -63.0	9.25
 -62.0	8
 -61.0	7
 -60.0	9
 -59.0	7
 -58.0	2
 -57.0	13
 -56.0	9
 -55.0	10
 -54.0	6
 -53.0	8
 -52.0	7
 -51.0	8
 -50.0	7
 -49.0	8
 -48.0	17
 -47.0	20
 -46.0	17
 -45.0	11
 -44.0	6.5
 -43.0	13.25
 -42.0	10
 -41.0	4
 -40.0	6
 -39.0	11.5
 -38.0	3
 -37.0	6
 -36.0	5
 -35.0	5
 -34.0	10
 -33.0	4
 -32.0	7
 -31.0	4
 -30.0	1
 -29.0	9
 -28.0	7
 -27.0	6
 -26.0	4
 -25.0	10
 -24.0	5
 -23.0	3
 -22.0	3
 -21.0	7.25
 -20.0	6
 -19.0	4
 -18.0	2
 -17.0	4
 -16.0	4
 -15.0	0
 -14.0	4
 -13.0	4
 -12.0	1
 -11.0	2
 -10.0	5
  -9.0	1
  -8.0	2
  -7.0	2
  -6.0	6
  -5.0	1
  -4.0	2
  -3.0	1
  -2.0	2
  -1.0	2
   0.0	0
   1.0	1
   2.0	1
   3.0	0
   4.0	1
   5.0	2
   6.0	0
   7.0	3
   8.0	0
   9.0	0
  10.0	0
  11.0	1
  12.0	0
  13.0	0
  14.0	0
  15.0	0
  16.0	0
  17.0	1
  18.0	1
  19.0	0
  20.0	0
  21.0	0
  22.0	0
  23.0	0
  24.0	0
  25.0	1
  26.0	0
  27.0	0
  28.0	0
  29.0	0
  30.0	1
  31.0	0
  32.0	0
  33.0	0
  34.0	4
  35.0	0
  36.0	0
  37.0	0
  38.0	0
  39.0	0
  40.0	0
  41.0	0
  42.0	0
  43.0	1
  44.0	0
  45.0	0
  46.0	0
  47.0	0
  48.0	0
  49.0	0
  50.0	0
  51.0	0
  52.0	0
  53.0	0
  54.0	0
  55.0	0
  56.0	0
  57.0	0
  58.0	0
  59.0	0
  60.0	0
  61.0	0
  62.0	0
  63.0	0
  64.0	0
  65.0	0
  66.0	0
  67.0	0
  68.0	0
  69.0	0
  70.0	0
  71.0	0
  72.0	0
  73.0	0
  74.0	0
  75.0	0
  76.0	0
  77.0	0
  78.0	0
  79.0	0
  80.0	0
  81.0	0
  82.0	0
  83.0	0
  84.0	0
  85.0	0
DB 0 MOTIF	FILTER_LEN10_411
 -85.0	6
 -84.0	7.5
 -83.0	5
 -82.0	7
 -81.0	8
 -80.0	5
 -79.0	6
 -78.0	7
 -77.0	4
 -76.0	5
 -75.0	6
 -74.0	3
 -73.0	1
 -72.0	9
 -71.0	8
 -70.0	3
 -69.0	7
 -68.0	8
 -67.0	5
 -66.0	5
 -65.0	9
 -64.0	7
 -63.0	9
 -62.0	8
 -61.0	5
 -60.0	8
 -59.0	8
 -58.0	8
 -57.0	8
 -56.0	17
 -55.0	18
 -54.0	9
 -53.0	5
 -52.0	10
 -51.0	10
 -50.0	9
 -49.0	8
 -48.0	5
 -47.0	5
 -46.0	10
 -45.0	4
 -44.0	6
 -43.0	6.5
 -42.0	10
 -41.0	8.5
 -40.0	2
 -39.0	6.5
 -38.0	7
 -37.0	8
 -36.0	4
 -35.0	8
 -34.0	5
 -33.0	5
 -32.0	7
 -31.0	13
 -30.0	6
 -29.0	5
 -28.0	6
 -27.0	4
 -26.0	3
 -25.0	6
 -24.0	6
 -23.0	2
 -22.0	9
 -21.0	9
 -20.0	7
 -19.0	12
 -18.0	7
 -17.0	2
 -16.0	6
 -15.0	3
 -14.0	4
 -13.0	5
 -12.0	0
 -11.0	2
 -10.0	0
  -9.0	3
  -8.0	1
  -7.0	4
  -6.0	0
  -5.0	2
  -4.0	0
  -3.0	2
  -2.0	0
  -1.0	2
   0.0	3
   1.0	1
   2.0	1
   3.0	1
   4.0	0
   5.0	0
   6.0	0
   7.0	1
   8.0	2
   9.0	1
  10.0	0
  11.0	2
  12.0	0
  13.0	0
  14.0	0
  15.0	0
  16.0	1
  17.0	1
  18.0	1
  19.0	0
  20.0	0
  21.0	0
  22.0	1
  23.0	0
  24.0	0
  25.0	0
  26.0	0
  27.0	0
  28.0	0
  29.0	0
  30.0	0
  31.0	0
  32.0	0
  33.0	0
  34.0	0
  35.0	0
  36.0	0
  37.0	0
  38.0	0
  39.0	0
  40.0	0
  41.0	0
  42.0	0
  43.0	0
  44.0	0
  45.0	0
  46.0	0
  47.0	0
  48.0	0
  49.0	0
  50.0	1
  51.0	0
  52.0	0
  53.0	0
  54.0	0
  55.0	0
  56.0	0
  57.0	0
  58.0	0
  59.0	0
  60.0	0
  61.0	0
  62.0	0
  63.0	0
  64.0	0
  65.0	0
  66.0	0
  67.0	0
  68.0	0
  69.0	0
  70.0	0
  71.0	0
  72.0	0
  73.0	0
  74.0	0
  75.0	0
  76.0	0
  77.0	0
  78.0	0
  79.0	0
  80.0	0
  81.0	0
  82.0	0
  83.0	0
  84.0	0
  85.0	0
DB 0 MOTIF	FILTER_LEN10_412
 -85.0	7
 -84.0	3
 -83.0	3
 -82.0	2
 -81.0	6
 -80.0	3
 -79.0	2
 -78.0	6
 -77.0	1
 -76.0	7
 -75.0	3
 -74.0	4
 -73.0	5
 -72.0	2
 -71.0	2
 -70.0	6
 -69.0	9
 -68.0	9
 -67.0	3
 -66.0	2
 -65.0	5
 -64.0	4
 -63.0	5
 -62.0	6
 -61.0	7
 -60.0	7.5
 -59.0	0
 -58.0	3
 -57.0	7
 -56.0	3
 -55.0	3
 -54.0	6
 -53.0	5
 -52.0	2
 -51.0	5
 -50.0	6
 -49.0	5
 -48.0	5
 -47.0	9
 -46.0	6
 -45.0	6
 -44.0	7
 -43.0	3
 -42.0	12
 -41.0	1
 -40.0	5
 -39.0	7
 -38.0	8
 -37.0	6
 -36.0	4
 -35.0	5
 -34.0	6
 -33.0	8
 -32.0	7
 -31.0	14
 -30.0	4
 -29.0	2
 -28.0	4
 -27.0	3
 -26.0	3
 -25.0	1
 -24.0	7
 -23.0	6
 -22.0	2
 -21.0	4
 -20.0	5
 -19.0	3
 -18.0	4
 -17.0	3
 -16.0	1
 -15.0	2
 -14.0	2
 -13.0	3
 -12.0	4
 -11.0	1
 -10.0	2
  -9.0	3
  -8.0	0
  -7.0	0.5
  -6.0	0
  -5.0	2
  -4.0	2
  -3.0	1
  -2.0	1
  -1.0	3
   0.0	0
   1.0	0
   2.0	1
   3.0	0
   4.0	0
   5.0	0
   6.0	0
   7.0	0
   8.0	0
   9.0	0
  10.0	2
  11.0	0
  12.0	1
  13.0	0
  14.0	0
  15.0	0
  16.0	1
  17.0	0
  18.0	0
  19.0	0
  20.0	1
  21.0	2
  22.0	0
  23.0	0
  24.0	0
  25.0	0
  26.0	0
  27.0	0
  28.0	0
  29.0	0
  30.0	0
  31.0	0
  32.0	0
  33.0	0
  34.0	0
  35.0	0
  36.0	0
  37.0	0
  38.0	1
  39.0	0
  40.0	0
  41.0	1
  42.0	0
  43.0	0
  44.0	0
  45.0	0
  46.0	0
  47.0	0
  48.0	0
  49.0	0
  50.0	0
  51.0	0
  52.0	0
  53.0	0
  54.0	1
  55.0	0
  56.0	0
  57.0	0
  58.0	0
  59.0	0
  60.0	0
  61.0	0
  62.0	0
  63.0	0
  64.0	0
  65.0	0
  66.0	0
  67.0	0
  68.0	0
  69.0	0
  70.0	0
  71.0	0
  72.0	0
  73.0	0
  74.0	0
  75.0	0
  76.0	0
  77.0	0
  78.0	0
  79.0	0
  80.0	0
  81.0	0
  82.0	0
  83.0	0
  84.0	0
  85.0	0
DB 0 MOTIF	FILTER_LEN10_413
 -85.0	0
 -84.0	2
 -83.0	2
 -82.0	3
 -81.0	3
 -80.0	1
 -79.0	2
 -78.0	0
 -77.0	2
 -76.0	0
 -75.0	3
 -74.0	3
 -73.0	2
 -72.0	1
 -71.0	3
 -70.0	2
 -69.0	1
 -68.0	1
 -67.0	3
 -66.0	2
 -65.0	3
 -64.0	3
 -63.0	2
 -62.0	2
 -61.0	2
 -60.0	3
 -59.0	3
 -58.0	1
 -57.0	0
 -56.0	4
 -55.0	3
 -54.0	3
 -53.0	2
 -52.0	4
 -51.0	3
 -50.0	1
 -49.0	2
 -48.0	6
 -47.0	4
 -46.0	3
 -45.0	4
 -44.0	7
 -43.0	4
 -42.0	6
 -41.0	3
 -40.0	6
 -39.0	6
 -38.0	1
 -37.0	2
 -36.0	2
 -35.0	3
 -34.0	0
 -33.0	5
 -32.0	3
 -31.0	3
 -30.0	0
 -29.0	4
 -28.0	1
 -27.0	6
 -26.0	0
 -25.0	4
 -24.0	0
 -23.0	3
 -22.0	5
 -21.0	2
 -20.0	0
 -19.0	3
 -18.0	2
 -17.0	0
 -16.0	0
 -15.0	5
 -14.0	0
 -13.0	2
 -12.0	0
 -11.0	1
 -10.0	2
  -9.0	0.25
  -8.0	1.25
  -7.0	0.25
  -6.0	2.25
  -5.0	1
  -4.0	0
  -3.0	0
  -2.0	0
  -1.0	0
   0.0	1
   1.0	6
   2.0	3
   3.0	1
   4.0	0
   5.0	0
   6.0	0
   7.0	1
   8.0	2
   9.0	0
  10.0	1
  11.0	0
  12.0	0
  13.0	0
  14.0	0
  15.0	0
  16.0	0
  17.0	0
  18.0	0
  19.0	0
  20.0	0
  21.0	0
  22.0	0
  23.0	0
  24.0	0
  25.0	0
  26.0	0
  27.0	0
  28.0	0
  29.0	0
  30.0	0
  31.0	0
  32.0	0
  33.0	0
  34.0	0
  35.0	0
  36.0	0
  37.0	0
  38.0	0
  39.0	0
  40.0	0
  41.0	0
  42.0	0
  43.0	0
  44.0	0
  45.0	0
  46.0	0
  47.0	0
  48.0	0
  49.0	0
  50.0	0
  51.0	0
  52.0	0
  53.0	0
  54.0	0
  55.0	0
  56.0	0
  57.0	0
  58.0	0
  59.0	0
  60.0	0
  61.0	0
  62.0	0
  63.0	0
  64.0	0
  65.0	0
  66.0	0
  67.0	0
  68.0	0
  69.0	0
  70.0	0
  71.0	0
  72.0	0
  73.0	0
  74.0	0
  75.0	0
  76.0	0
  77.0	0
  78.0	0
  79.0	0
  80.0	0
  81.0	0
  82.0	0
  83.0	0
  84.0	0
  85.0	0
DB 0 MOTIF	FILTER_LEN10_414
 -85.0	6
 -84.0	3
 -83.0	2
 -82.0	3
 -81.0	9
 -80.0	4
 -79.0	4
 -78.0	2
 -77.0	5
 -76.0	2
 -75.0	9
 -74.0	7
 -73.0	2
 -72.0	3
 -71.0	9
 -70.0	3
 -69.0	6
 -68.0	3
 -67.0	8
 -66.0	8
 -65.0	6
 -64.0	4
 -63.0	4
 -62.0	4
 -61.0	3
 -60.0	6
 -59.0	7
 -58.0	6
 -57.0	2
 -56.0	9
 -55.0	6
 -54.0	9
 -53.0	5
 -52.0	8
 -51.0	5
 -50.0	7
 -49.0	11
 -48.0	10
 -47.0	8
 -46.0	5
 -45.0	7
 -44.0	14
 -43.0	9
 -42.0	10
 -41.0	13
 -40.0	10
 -39.0	9
 -38.0	2
 -37.0	3
 -36.0	11
 -35.0	10
 -34.0	5
 -33.0	6
 -32.0	3
 -31.0	9
 -30.0	4
 -29.0	4
 -28.0	3
 -27.0	6
 -26.0	4
 -25.0	4
 -24.0	8
 -23.0	2
 -22.0	4
 -21.0	5
 -20.0	4
 -19.0	6
 -18.0	8
 -17.0	3
 -16.0	3
 -15.0	2
 -14.0	1
 -13.0	3
 -12.0	4
 -11.0	4
 -10.0	2
  -9.0	3
  -8.0	2
  -7.0	3
  -6.0	3
  -5.0	1
  -4.0	1
  -3.0	4
  -2.0	1
  -1.0	3
   0.0	2
   1.0	4
   2.0	0
   3.0	0
   4.0	1
   5.0	0
   6.0	1
   7.0	2
   8.0	0
   9.0	0
  10.0	1
  11.0	0
  12.0	0
  13.0	1
  14.0	0
  15.0	2
  16.0	0
  17.0	2
  18.0	0
  19.0	1
  20.0	0
  21.0	0
  22.0	0
  23.0	0
  24.0	0
  25.0	0
  26.0	5
  27.0	0
  28.0	0
  29.0	0
  30.0	0
  31.0	0
  32.0	0
  33.0	0
  34.0	0
  35.0	0
  36.0	0
  37.0	0
  38.0	0
  39.0	0
  40.0	0
  41.0	0
  42.0	1
  43.0	0
  44.0	0
  45.0	0
  46.0	0
  47.0	0
  48.0	0
  49.0	0
  50.0	0
  51.0	0
  52.0	0
  53.0	0
  54.0	0
  55.0	0
  56.0	0
  57.0	0
  58.0	0
  59.0	0
  60.0	0
  61.0	0
  62.0	0
  63.0	0
  64.0	0
  65.0	0
  66.0	0
  67.0	0
  68.0	0
  69.0	0
  70.0	0
  71.0	0
  72.0	0
  73.0	0
  74.0	0
  75.0	0
  76.0	0
  77.0	0
  78.0	0
  79.0	0
  80.0	0
  81.0	0
  82.0	0
  83.0	0
  84.0	0
  85.0	0
DB 0 MOTIF	FILTER_LEN10_415
 -85.0	9
 -84.0	6
 -83.0	16
 -82.0	15
 -81.0	14
 -80.0	10
 -79.0	8
 -78.0	7
 -77.0	8
 -76.0	8
 -75.0	6
 -74.0	10
 -73.0	6
 -72.0	5
 -71.0	10
 -70.0	8
 -69.0	6
 -68.0	10
 -67.0	12
 -66.0	18
 -65.0	10
 -64.0	8
 -63.0	7
 -62.0	10.5
 -61.0	7
 -60.0	9.5
 -59.0	4
 -58.0	15
 -57.0	9
 -56.0	6
 -55.0	10
 -54.0	5
 -53.0	5
 -52.0	10
 -51.0	6
 -50.0	5.25
 -49.0	10
 -48.0	8
 -47.0	8
 -46.0	8.5
 -45.0	3
 -44.0	6
 -43.0	10
 -42.0	6
 -41.0	7
 -40.0	8
 -39.0	9
 -38.0	5.5
 -37.0	18
 -36.0	5
 -35.0	5
 -34.0	7.5
 -33.0	3
 -32.0	8
 -31.0	7
 -30.0	6
 -29.0	11
 -28.0	2
 -27.0	3
 -26.0	8.25
 -25.0	6
 -24.0	9
 -23.0	6
 -22.0	6
 -21.0	5
 -20.0	7
 -19.0	3
 -18.0	3
 -17.0	6
 -16.0	5
 -15.0	4
 -14.0	3
 -13.0	1
 -12.0	1.5
 -11.0	8
 -10.0	5
  -9.0	4
  -8.0	2
  -7.0	1
  -6.0	2
  -5.0	0
  -4.0	2
  -3.0	3
  -2.0	3.25
  -1.0	1
   0.0	0
   1.0	1
   2.0	0
   3.0	0
   4.0	0
   5.0	1
   6.0	0
   7.0	1
   8.0	0
   9.0	0
  10.0	0
  11.0	0
  12.0	0
  13.0	0
  14.0	1
  15.0	0
  16.0	0
  17.0	0
  18.0	0
  19.0	1
  20.0	0
  21.0	0
  22.0	0.25
  23.0	0
  24.0	0
  25.0	0
  26.0	0
  27.0	0
  28.0	0
  29.0	0
  30.0	0
  31.0	0
  32.0	0
  33.0	0
  34.0	0
  35.0	0
  36.0	0
  37.0	0
  38.0	0
  39.0	0
  40.0	0
  41.0	0
  42.0	0
  43.0	0
  44.0	0
  45.0	0
  46.0	1
  47.0	0
  48.0	0
  49.0	0
  50.0	0
  51.0	0
  52.0	0
  53.0	0
  54.0	0
  55.0	0
  56.0	0
  57.0	0
  58.0	0
  59.0	0
  60.0	0
  61.0	0
  62.0	0
  63.0	0
  64.0	0
  65.0	0
  66.0	0
  67.0	0
  68.0	0
  69.0	0
  70.0	0
  71.0	0
  72.0	0
  73.0	0
  74.0	0
  75.0	0
  76.0	0
  77.0	0
  78.0	0
  79.0	0
  80.0	0
  81.0	0
  82.0	0
  83.0	0
  84.0	0
  85.0	0
DB 0 MOTIF	FILTER_LEN10_416
 -85.0	7
 -84.0	9
 -83.0	7
 -82.0	5
 -81.0	11
 -80.0	2
 -79.0	2
 -78.0	4
 -77.0	13
 -76.0	6
 -75.0	11
 -74.0	11
 -73.0	6.5
 -72.0	10
 -71.0	8
 -70.0	9.5
 -69.0	5
 -68.0	9
 -67.0	5
 -66.0	9
 -65.0	6
 -64.0	4
 -63.0	13.5
 -62.0	10
 -61.0	9
 -60.0	9
 -59.0	18
 -58.0	17
 -57.0	10
 -56.0	3
 -55.0	13.5
 -54.0	10
 -53.0	16
 -52.0	8
 -51.0	14
 -50.0	15
 -49.0	10.5
 -48.0	11
 -47.0	6
 -46.0	11
 -45.0	14
 -44.0	7
 -43.0	6
 -42.0	8
 -41.0	9
 -40.0	5
 -39.0	8
 -38.0	11
 -37.0	10
 -36.0	8
 -35.0	12.5
 -34.0	10
 -33.0	10
 -32.0	7
 -31.0	7.5
 -30.0	10
 -29.0	4.5
 -28.0	3
 -27.0	9
 -26.0	12
 -25.0	7
 -24.0	5
 -23.0	5
 -22.0	9
 -21.0	6
 -20.0	5
 -19.0	6
 -18.0	1
 -17.0	6
 -16.0	4
 -15.0	5
 -14.0	9.5
 -13.0	3
 -12.0	3
 -11.0	1
 -10.0	2
  -9.0	0
  -8.0	4
  -7.0	1.5
  -6.0	2
  -5.0	0
  -4.0	2
  -3.0	1
  -2.0	0
  -1.0	1
   0.0	1
   1.0	1
   2.0	2
   3.0	0
   4.0	2
   5.0	1
   6.0	1
   7.0	0
   8.0	2
   9.0	1
  10.0	0
  11.0	0
  12.0	0
  13.0	0
  14.0	0
  15.0	1
  16.0	1
  17.0	0
  18.0	0
  19.0	2
  20.0	0
  21.0	0
  22.0	0
  23.0	1
  24.0	0
  25.0	0
  26.0	1
  27.0	0
  28.0	0
  29.0	0
  30.0	0
  31.0	0
  32.0	0
  33.0	0
  34.0	0
  35.0	1
  36.0	0
  37.0	0
  38.0	1
  39.0	0
  40.0	0
  41.0	0
  42.0	0
  43.0	0
  44.0	0
  45.0	0
  46.0	1
  47.0	0
  48.0	0
  49.0	0
  50.0	0
  51.0	1
  52.0	0
  53.0	0
  54.0	0
  55.0	0
  56.0	0
  57.0	0
  58.0	0
  59.0	0
  60.0	0
  61.0	0
  62.0	0
  63.0	0
  64.0	0
  65.0	0
  66.0	0
  67.0	0
  68.0	0
  69.0	0
  70.0	0
  71.0	0
  72.0	0
  73.0	0
  74.0	0
  75.0	0
  76.0	0
  77.0	0
  78.0	0
  79.0	0
  80.0	0
  81.0	0
  82.0	0
  83.0	0
  84.0	0
  85.0	0
DB 0 MOTIF	FILTER_LEN10_417
 -85.0	7
 -84.0	5
 -83.0	11.5
 -82.0	4
 -81.0	1
 -80.0	5
 -79.0	4
 -78.0	2
 -77.0	5
 -76.0	2
 -75.0	6
 -74.0	6
 -73.0	7
 -72.0	2
 -71.0	5
 -70.0	5
 -69.0	8
 -68.0	6
 -67.0	4
 -66.0	7
 -65.0	4
 -64.0	2
 -63.0	4
 -62.0	7
 -61.0	5
 -60.0	11
 -59.0	9
 -58.0	7
 -57.0	7
 -56.0	4
 -55.0	7
 -54.0	12
 -53.0	13
 -52.0	8
 -51.0	8
 -50.0	7
 -49.0	5
 -48.0	13
 -47.0	14.5
 -46.0	3
 -45.0	11
 -44.0	6
 -43.0	9
 -42.0	13
 -41.0	7
 -40.0	10.5
 -39.0	12
 -38.0	7.5
 -37.0	5
 -36.0	9
 -35.0	6
 -34.0	6
 -33.0	4
 -32.0	5
 -31.0	6
 -30.0	8
 -29.0	8
 -28.0	3
 -27.0	12
 -26.0	9
 -25.0	4
 -24.0	12.5
 -23.0	6
 -22.0	6
 -21.0	1
 -20.0	2
 -19.0	4
 -18.0	4
 -17.0	4
 -16.0	3.5
 -15.0	2
 -14.0	2
 -13.0	5
 -12.0	10
 -11.0	1
 -10.0	3
  -9.0	3
  -8.0	3
  -7.0	1
  -6.0	6
  -5.0	2
  -4.0	5
  -3.0	0
  -2.0	2
  -1.0	3
   0.0	2
   1.0	1
   2.0	3
   3.0	4
   4.0	0
   5.0	0
   6.0	1
   7.0	1
   8.0	0
   9.0	0
  10.0	2
  11.0	1
  12.0	0
  13.0	1
  14.0	1
  15.0	0
  16.0	1
  17.0	2
  18.0	0
  19.0	0
  20.0	1
  21.0	0
  22.0	0
  23.0	2
  24.0	0
  25.0	0
  26.0	3
  27.0	0
  28.0	0
  29.0	0
  30.0	0
  31.0	0
  32.0	0
  33.0	0
  34.0	0
  35.0	0
  36.0	0
  37.0	0
  38.0	0
  39.0	1
  40.0	1
  41.0	0
  42.0	0
  43.0	0
  44.0	0
  45.0	0
  46.0	0
  47.0	1
  48.0	0
  49.0	0
  50.0	0
  51.0	0
  52.0	0
  53.0	0
  54.0	0
  55.0	0
  56.0	0
  57.0	0
  58.0	0
  59.0	0
  60.0	0
  61.0	0
  62.0	0
  63.0	0
  64.0	0
  65.0	0
  66.0	0
  67.0	0
  68.0	0
  69.0	0
  70.0	0
  71.0	0
  72.0	0
  73.0	0
  74.0	0
  75.0	0
  76.0	0
  77.0	0
  78.0	0
  79.0	0
  80.0	0
  81.0	0
  82.0	0
  83.0	0
  84.0	0
  85.0	0
DB 0 MOTIF	FILTER_LEN10_418
 -85.0	5
 -84.0	4
 -83.0	1
 -82.0	1
 -81.0	1
 -80.0	4
 -79.0	2
 -78.0	4
 -77.0	1
 -76.0	1
 -75.0	1.5
 -74.0	2
 -73.0	5
 -72.0	3
 -71.0	3
 -70.0	5
 -69.0	4
 -68.0	9
 -67.0	5
 -66.0	4
 -65.0	3
 -64.0	3
 -63.0	5
 -62.0	4
 -61.0	4
 -60.0	4
 -59.0	9
 -58.0	10
 -57.0	11
 -56.0	6
 -55.0	7
 -54.0	7
 -53.0	9
 -52.0	6
 -51.0	9
 -50.0	10
 -49.0	5
 -48.0	6
 -47.0	5
 -46.0	4
 -45.0	4
 -44.0	7
 -43.0	8
 -42.0	4
 -41.0	3
 -40.0	7
 -39.0	5
 -38.0	3
 -37.0	5
 -36.0	4
 -35.0	10
 -34.0	7
 -33.0	6.5
 -32.0	2
 -31.0	7
 -30.0	2
 -29.0	3
 -28.0	7
 -27.0	0
 -26.0	3
 -25.0	4
 -24.0	5
 -23.0	2
 -22.0	0
 -21.0	0
 -20.0	7
 -19.0	2
 -18.0	1
 -17.0	2
 -16.0	1
 -15.0	1
 -14.0	2
 -13.0	2
 -12.0	2
 -11.0	3
 -10.0	1
  -9.0	5
  -8.0	0
  -7.0	2
  -6.0	1
  -5.0	0
  -4.0	1
  -3.0	1
  -2.0	0
  -1.0	1
   0.0	0
   1.0	1
   2.0	0
   3.0	1
   4.0	2
   5.0	0
   6.0	0
   7.0	0
   8.0	0
   9.0	0
  10.0	0
  11.0	0
  12.0	0
  13.0	0
  14.0	0
  15.0	0
  16.0	0
  17.0	0
  18.0	0
  19.0	0
  20.0	0
  21.0	0
  22.0	0
  23.0	0
  24.0	0
  25.0	0
  26.0	0
  27.0	0
  28.0	0
  29.0	0
  30.0	0
  31.0	0
  32.0	0
  33.0	0
  34.0	0
  35.0	0
  36.0	0
  37.0	0
  38.0	0
  39.0	0
  40.0	0
  41.0	0
  42.0	1
  43.0	1
  44.0	0
  45.0	0
  46.0	0
  47.0	0
  48.0	0
  49.0	0
  50.0	0
  51.0	0
  52.0	0
  53.0	0
  54.0	0
  55.0	0
  56.0	0
  57.0	0
  58.0	0
  59.0	0
  60.0	0
  61.0	0
  62.0	0
  63.0	0
  64.0	0
  65.0	0
  66.0	0
  67.0	0
  68.0	0
  69.0	0
  70.0	0
  71.0	0
  72.0	0
  73.0	0
  74.0	0
  75.0	0
  76.0	0
  77.0	0
  78.0	0
  79.0	0
  80.0	0
  81.0	0
  82.0	0
  83.0	0
  84.0	0
  85.0	0
DB 0 MOTIF	FILTER_LEN10_419
 -85.0	9
 -84.0	9
 -83.0	4
 -82.0	8
 -81.0	14
 -80.0	14
 -79.0	8
 -78.0	6
 -77.0	13.5
 -76.0	9
 -75.0	9
 -74.0	7
 -73.0	13.5
 -72.0	5
 -71.0	9
 -70.0	13
 -69.0	6
 -68.0	6
 -67.0	4
 -66.0	6
 -65.0	12
 -64.0	7
 -63.0	6
 -62.0	12
 -61.0	8
 -60.0	3
 -59.0	7
 -58.0	4
 -57.0	12
 -56.0	12
 -55.0	10
 -54.0	8
 -53.0	5
 -52.0	15
 -51.0	2
 -50.0	5
 -49.0	5
 -48.0	5
 -47.0	4
 -46.0	4
 -45.0	7
 -44.0	7
 -43.0	11
 -42.0	6
 -41.0	3
 -40.0	3
 -39.0	8
 -38.0	6
 -37.0	3.5
 -36.0	8
 -35.0	5
 -34.0	10
 -33.0	3
 -32.0	7
 -31.0	5
 -30.0	7
 -29.0	3
 -28.0	10
 -27.0	2
 -26.0	5
 -25.0	2
 -24.0	4
